pokedex_number,japanese_name,name,classfication,abilities,type1,type2,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,capture_rate,experience_growth,base_total,hp,attack,defense,sp_attack,sp_defense,speed,percentage_male,height_m,weight_kg,generation,is_legendary
501,Mijumaruミジュマル,Oshawott,Sea Otter Pokémon,"['Torrent', 'Shell Armor']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,45,1059860,308,55,55,45,63,45,45,88.1,0.5,5.9,5,0
502,Futachimaruフタチマル,Dewott,Discipline Pokémon,"['Torrent', 'Shell Armor']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,45,1059860,413,75,75,60,83,60,60,88.1,0.8,24.5,5,0
503,Daikenkiダイケンキ,Samurott,Formidable Pokémon,"['Torrent', 'Shell Armor']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,45,1059860,528,95,100,85,108,70,70,88.1,1.5,94.6,5,0
504,Minezumiミネズミ,Patrat,Scout Pokémon,"['Run Away', 'Keen Eye', 'Analytic']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,255,1000000,255,45,55,39,35,39,42,50,0.5,11.6,5,0
505,Miruhogミルホッグ,Watchog,Lookout Pokémon,"['Illuminate', 'Keen Eye', 'Analytic']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,255,1000000,420,60,85,69,60,69,77,50,1.1,27,5,0
506,Yorterrieヨーテリー,Lillipup,Puppy Pokémon,"['Vital Spirit', 'Pickup', 'Run Away']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,255,1059860,275,45,60,45,25,45,55,50,0.4,4.1,5,0
507,Herderrieハーデリア,Herdier,Loyal Dog Pokémon,"['Intimidate', 'Sand Rush', 'Scrappy']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,120,1059860,370,65,80,65,35,65,60,50,0.9,14.7,5,0
508,Moolandムーランド,Stoutland,Big-Hearted Pokémon,"['Intimidate', 'Sand Rush', 'Scrappy']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,45,1059860,500,85,110,90,45,90,80,50,1.2,61,5,0
509,Choronekoチョロネコ,Purrloin,Devious Pokémon,"['Limber', 'Unburden', 'Prankster']",dark,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,5120,70,255,1000000,281,41,50,37,50,37,66,50,0.4,10.1,5,0
510,Lepardasレパルダス,Liepard,Cruel Pokémon,"['Limber', 'Unburden', 'Prankster']",dark,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,5120,70,90,1000000,446,64,88,50,88,50,106,50,1.1,37.5,5,0
511,Yanappuヤナップ,Pansage,Grass Monkey Pokémon,"['Gluttony', 'Overgrow']",grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,190,1000000,316,50,53,48,53,48,64,88.1,0.6,10.5,5,0
512,Yanakkieヤナッキー,Simisage,Thorn Monkey Pokémon,"['Gluttony', 'Overgrow']",grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,75,1000000,498,75,98,63,98,63,101,88.1,1.1,30.5,5,0
513,Baoppuバオップ,Pansear,High Temp Pokémon,"['Gluttony', 'Blaze']",fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,190,1000000,316,50,53,48,53,48,64,88.1,0.6,11,5,0
514,Baokkieバオッキー,Simisear,Ember Pokémon,"['Gluttony', 'Blaze']",fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,75,1000000,498,75,98,63,98,63,101,88.1,1,28,5,0
515,Hiyappuヒヤップ,Panpour,Spray Pokémon,"['Gluttony', 'Torrent']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,190,1000000,316,50,53,48,53,48,64,88.1,0.6,13.5,5,0
516,Hiyakkieヒヤッキー,Simipour,Geyser Pokémon,"['Gluttony', 'Torrent']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,75,1000000,498,75,98,63,98,63,101,88.1,1,29,5,0
517,Munnaムンナ,Munna,Dream Eater Pokémon,"['Forewarn', 'Synchronize', 'Telepathy']",psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,2560,70,190,800000,292,76,25,45,67,55,24,50,0.6,23.3,5,0
518,Musharnaムシャーナ,Musharna,Drowsing Pokémon,"['Forewarn', 'Synchronize', 'Telepathy']",psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,2560,70,75,800000,487,116,55,85,107,95,29,50,1.1,60.5,5,0
519,Mamepatoマメパト,Pidove,Tiny Pigeon Pokémon,"['Big Pecks', 'Super Luck', 'Rivalry']",normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,255,1059860,264,50,55,50,36,30,43,50,0.3,2.1,5,0
520,Hatobohハトーボー,Tranquill,Wild Pigeon Pokémon,"['Big Pecks', 'Super Luck', 'Rivalry']",normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,120,1059860,358,62,77,62,50,42,65,50,0.6,15,5,0
521,Kenhallowケンホロウ,Unfezant,Proud Pokémon,"['Big Pecks', 'Super Luck', 'Rivalry']",normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,45,1059860,488,80,115,80,65,55,93,50,1.2,29,5,0
522,Shimamaシママ,Blitzle,Electrified Pokémon,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,190,1000000,295,45,60,32,50,32,76,50,0.8,29.8,5,0
523,Zebraikaゼブライカ,Zebstrika,Thunderbolt Pokémon,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,75,1000000,497,75,100,63,80,63,116,50,1.6,79.5,5,0
524,Dangoroダンゴロ,Roggenrola,Mantle Pokémon,"['Sturdy', 'Weak Armor', 'Sand Force']",rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,3840,70,255,1059860,280,55,75,85,25,25,15,50,0.4,18,5,0
525,Gantleガントル,Boldore,Ore Pokémon,"['Sturdy', 'Weak Armor', 'Sand Force']",rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,3840,70,120,1059860,390,70,105,105,50,40,20,50,0.9,102,5,0
526,Gigaiathギガイアス,Gigalith,Compressed Pokémon,"['Sturdy', 'Sand Stream', 'Sand Force']",rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,3840,70,45,1059860,515,85,135,130,60,80,25,50,1.7,260,5,0
527,Koromoriコロモリ,Woobat,Bat Pokémon,"['Unaware', 'Klutz', 'Simple']",psychic,flying,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,3840,70,190,1000000,323,65,45,43,55,43,72,50,0.4,2.1,5,0
528,Kokoromoriココロモリ,Swoobat,Courting Pokémon,"['Unaware', 'Klutz', 'Simple']",psychic,flying,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,3840,70,45,1000000,425,67,57,55,77,55,114,50,0.9,10.5,5,0
529,Mogurewモグリュー,Drilbur,Mole Pokémon,"['Sand Rush', 'Sand Force', 'Mold Breaker']",ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,120,1000000,328,60,85,40,30,45,68,50,0.3,8.5,5,0
530,Doryuzuドリュウズ,Excadrill,Subterrene Pokémon,"['Sand Rush', 'Sand Force', 'Mold Breaker']",ground,steel,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,5120,70,60,1000000,508,110,135,60,50,65,88,50,0.7,40.4,5,0
531,Tabunneタブンネ,Audino,Hearing Pokémon,"['Healer', 'Regenerator', 'Klutz']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,255,800000,545,103,60,126,80,126,50,50,1.1,31,5,0
532,Dokkorerドッコラー,Timburr,Muscular Pokémon,"['Guts', 'Sheer Force', 'Iron Fist']",fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,180,1059860,305,75,80,55,25,35,35,75.4,0.6,12.5,5,0
533,Dotekkotsuドテッコツ,Gurdurr,Muscular Pokémon,"['Guts', 'Sheer Force', 'Iron Fist']",fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,90,1059860,405,85,105,85,40,50,40,75.4,1.2,40,5,0
534,Roubushinローブシン,Conkeldurr,Muscular Pokémon,"['Guts', 'Sheer Force', 'Iron Fist']",fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,45,1059860,505,105,140,95,55,65,45,75.4,1.4,87,5,0
535,Otamaroオタマロ,Tympole,Tadpole Pokémon,"['Swift Swim', 'Hydration', 'Water Absorb']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,255,1059860,294,50,50,40,50,40,64,50,0.5,4.5,5,0
536,Gamagaruガマガル,Palpitoad,Vibration Pokémon,"['Swift Swim', 'Hydration', 'Water Absorb']",water,ground,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,120,1059860,384,75,65,55,65,55,69,50,0.8,17,5,0
537,Gamagerogeガマゲロゲ,Seismitoad,Vibration Pokémon,"['Swift Swim', 'Poison Touch', 'Water Absorb']",water,ground,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,45,1059860,509,105,95,75,85,75,74,50,1.5,62,5,0
538,Nagekiナゲキ,Throh,Judo Pokémon,"['Guts', 'Inner Focus', 'Mold Breaker']",fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,45,1000000,465,120,100,85,30,85,45,100,1.3,55.5,5,0
539,Dagekiダゲキ,Sawk,Karate Pokémon,"['Sturdy', 'Inner Focus', 'Mold Breaker']",fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,45,1000000,465,75,125,75,30,75,85,100,1.4,51,5,0
540,Kurumiruクルミル,Sewaddle,Sewing Pokémon,"['Swarm', 'Chlorophyll', 'Overcoat']",bug,grass,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,3840,70,255,1059860,310,45,53,70,40,60,42,50,0.3,2.5,5,0
541,Kurumayuクルマユ,Swadloon,Leaf-Wrapped Pokémon,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",bug,grass,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,3840,70,120,1059860,380,55,63,90,50,80,42,50,0.5,7.3,5,0
542,Hahakomoriハハコモリ,Leavanny,Nurturing Pokémon,"['Swarm', 'Chlorophyll', 'Overcoat']",bug,grass,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,3840,70,45,1059860,500,75,103,80,70,80,92,50,1.2,20.5,5,0
543,Fushideフシデ,Venipede,Centipede Pokémon,"['Poison Point', 'Swarm', 'Speed Boost']",bug,poison,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,3840,70,255,1059860,260,30,45,59,30,39,57,50,0.4,5.3,5,0
544,Wheegaホイーガ,Whirlipede,Curlipede Pokémon,"['Poison Point', 'Swarm', 'Speed Boost']",bug,poison,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,3840,70,120,1059860,360,40,55,99,40,79,47,50,1.2,58.5,5,0
545,Pendrorペンドラー,Scolipede,Megapede Pokémon,"['Poison Point', 'Swarm', 'Speed Boost']",bug,poison,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,5120,70,45,1059860,485,60,100,89,55,69,112,50,2.5,200.5,5,0
546,Monmenモンメン,Cottonee,Cotton Puff Pokémon,"['Prankster', 'Infiltrator', 'Chlorophyll']",grass,fairy,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,5120,70,190,1000000,280,40,27,60,37,50,66,50,0.3,0.6,5,0
547,Elfuunエルフーン,Whimsicott,Windveiled Pokémon,"['Prankster', 'Infiltrator', 'Chlorophyll']",grass,fairy,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,5120,70,75,1000000,480,60,67,85,77,75,116,50,0.7,6.6,5,0
548,Churineチュリネ,Petilil,Bulb Pokémon,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,190,1000000,280,45,35,50,70,50,30,0,0.5,6.6,5,0
549,Dredearドレディア,Lilligant,Flowering Pokémon,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,75,1000000,480,70,60,75,110,75,90,0,1.1,16.3,5,0
550,Bassraoバスラオ,Basculin,Hostile Pokémon,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,25,1000000,460,70,92,65,80,55,98,50,1,18,5,0
551,Megurocoメグロコ,Sandile,Desert Croc Pokémon,"['Intimidate', 'Moxie', 'Anger Point']",ground,dark,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,5120,70,180,1059860,292,50,72,35,35,35,65,50,0.7,15.2,5,0
552,Waruvileワルビル,Krokorok,Desert Croc Pokémon,"['Intimidate', 'Moxie', 'Anger Point']",ground,dark,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,5120,70,90,1059860,351,60,82,45,45,45,74,50,1,33.4,5,0
553,Waruvialワルビアル,Krookodile,Intimidation Pokémon,"['Intimidate', 'Moxie', 'Anger Point']",ground,dark,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,5120,70,45,1059860,519,95,117,80,65,70,92,50,1.5,96.3,5,0
554,Darumakkaダルマッカ,Darumaka,Zen Charm Pokémon,"['Hustle', 'Inner Focus']",fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,120,1059860,315,70,90,45,15,45,50,50,0.6,37.5,5,0
555,Hihidarumaヒヒダルマ,Darmanitan,Blazing Pokémon,"['Sheer Force', 'Zen Mode']",fire,fire,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,60,1059860,540,105,30,105,140,105,55,50,1.3,92.9,5,0
556,Maracacchiマラカッチ,Maractus,Cactus Pokémon,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,255,1000000,461,75,86,67,106,67,60,50,1,28,5,0
557,Ishizumaiイシズマイ,Dwebble,Rock Inn Pokémon,"['Sturdy', 'Shell Armor', 'Weak Armor']",bug,rock,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,5120,70,190,1000000,325,50,65,85,35,35,55,50,0.3,14.5,5,0
558,Iwapalaceイワパレス,Crustle,Stone Home Pokémon,"['Sturdy', 'Shell Armor', 'Weak Armor']",bug,rock,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,5120,70,75,1000000,485,70,105,125,65,75,45,50,1.4,200,5,0
559,Zurugguズルッグ,Scraggy,Shedding Pokémon,"['Shed Skin', 'Moxie', 'Intimidate']",dark,fighting,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,3840,35,180,1000000,348,50,75,70,35,70,48,50,0.6,11.8,5,0
560,Zuruzukinズルズキン,Scrafty,Hoodlum Pokémon,"['Shed Skin', 'Moxie', 'Intimidate']",dark,fighting,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,3840,70,90,1000000,488,65,90,115,45,115,58,50,1.1,30,5,0
561,Symbolerシンボラー,Sigilyph,Avianoid Pokémon,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",psychic,flying,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,5120,70,45,1000000,490,72,58,80,103,80,97,50,1.4,14,5,0
562,Desumasuデスマス,Yamask,Spirit Pokémon,['Mummy'],ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,70,190,1000000,303,38,30,85,55,65,30,50,0.5,1.5,5,0
563,Desukarnデスカーン,Cofagrigus,Coffin Pokémon,['Mummy'],ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,70,90,1000000,483,58,50,145,95,105,30,50,1.7,76.5,5,0
564,Protogaプロトーガ,Tirtouga,Prototurtle Pokémon,"['Solid Rock', 'Sturdy', 'Swift Swim']",water,rock,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,7680,70,45,1000000,355,54,78,103,53,45,22,88.1,0.7,16.5,5,0
565,Abagouraアバゴーラ,Carracosta,Prototurtle Pokémon,"['Solid Rock', 'Sturdy', 'Swift Swim']",water,rock,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,7680,70,45,1000000,495,74,108,133,83,65,32,88.1,1.2,81,5,0
566,Archenアーケン,Archen,First Bird Pokémon,['Defeatist'],rock,flying,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,7680,70,45,1000000,401,55,112,45,74,45,70,88.1,0.5,9.5,5,0
567,Archeosアーケオス,Archeops,First Bird Pokémon,['Defeatist'],rock,flying,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,7680,70,45,1000000,567,75,140,65,112,65,110,88.1,1.4,32,5,0
568,Yabukuronヤブクロン,Trubbish,Trash Bag Pokémon,"['Stench', 'Sticky Hold', 'Aftermath']",poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,190,1000000,329,50,50,62,40,62,65,50,0.6,31,5,0
569,Dustdasダストダス,Garbodor,Trash Heap Pokémon,"['Stench', 'Weak Armor', 'Aftermath']",poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,60,1000000,474,80,95,82,60,82,75,50,1.9,107.3,5,0
570,Zoruaゾロア,Zorua,Tricky Fox Pokémon,['Illusion'],dark,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,6400,70,75,1059860,330,40,65,40,80,40,65,88.1,0.7,12.5,5,0
571,Zoroarkゾロアーク,Zoroark,Illusion Fox Pokémon,['Illusion'],dark,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,5120,70,45,1059860,510,60,105,60,120,60,105,88.1,1.6,81.1,5,0
572,Chillarmyチラーミィ,Minccino,Chinchilla Pokémon,"['Cute Charm', 'Technician', 'Skill Link']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,255,800000,300,55,50,40,40,40,75,24.6,0.4,5.8,5,0
573,Chillaccinoチラチーノ,Cinccino,Scarf Pokémon,"['Cute Charm', 'Technician', 'Skill Link']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,60,800000,470,75,95,60,65,60,115,24.6,0.5,7.5,5,0
574,Gothimuゴチム,Gothita,Fixation Pokémon,"['Frisk', 'Competitive', 'Shadow Tag']",psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,200,1059860,290,45,30,50,55,65,45,24.6,0.4,5.8,5,0
575,Gothimiruゴチミル,Gothorita,Manipulate Pokémon,"['Frisk', 'Competitive', 'Shadow Tag']",psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,100,1059860,390,60,45,70,75,85,55,24.6,0.7,18,5,0
576,Gothiruselleゴチルゼル,Gothitelle,Astral Body Pokémon,"['Frisk', 'Competitive', 'Shadow Tag']",psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,50,1059860,490,70,55,95,95,110,65,24.6,1.5,44,5,0
577,Uniranユニラン,Solosis,Cell Pokémon,"['Overcoat', 'Magic Guard', 'Regenerator']",psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,200,1059860,290,45,30,40,105,50,20,50,0.3,1,5,0
578,Doublanダブラン,Duosion,Mitosis Pokémon,"['Overcoat', 'Magic Guard', 'Regenerator']",psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,100,1059860,370,65,40,50,125,60,30,50,0.6,8,5,0
579,Lanculusランクルス,Reuniclus,Multiplying Pokémon,"['Overcoat', 'Magic Guard', 'Regenerator']",psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,50,1059860,490,110,65,75,125,85,30,50,1,20.1,5,0
580,Koaruhieコアルヒー,Ducklett,Water Bird Pokémon,"['Keen Eye', 'Big Pecks', 'Hydration']",water,flying,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,5120,70,190,1000000,305,62,44,50,44,50,55,50,0.5,5.5,5,0
581,Swannaスワンナ,Swanna,White Bird Pokémon,"['Keen Eye', 'Big Pecks', 'Hydration']",water,flying,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,5120,70,45,1000000,473,75,87,63,87,63,98,50,1.3,24.2,5,0
582,Vanipetiバニプッチ,Vanillite,Fresh Snow Pokémon,"['Ice Body', 'Snow Cloak', 'Weak Armor']",ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,255,1250000,305,36,50,50,65,60,44,50,0.4,5.7,5,0
583,Vanirichバニリッチ,Vanillish,Icy Snow Pokémon,"['Ice Body', 'Snow Cloak', 'Weak Armor']",ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,120,1250000,395,51,65,65,80,75,59,50,1.1,41,5,0
584,Baivanillaバイバニラ,Vanilluxe,Snowstorm Pokémon,"['Ice Body', 'Snow Warning', 'Weak Armor']",ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,45,1250000,535,71,95,85,110,95,79,50,1.3,57.5,5,0
585,Shikijikaシキジカ,Deerling,Season Pokémon,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",normal,grass,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,190,1000000,335,60,60,50,40,50,75,50,0.6,19.5,5,0
586,Mebukijikaメブキジカ,Sawsbuck,Season Pokémon,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",normal,grass,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,75,1000000,475,80,100,70,60,70,95,50,1.9,92.5,5,0
587,Emongaエモンガ,Emolga,Sky Squirrel Pokémon,"['Static', 'Motor Drive']",electric,flying,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,5120,70,200,1000000,428,55,75,60,75,60,103,50,0.4,5,5,0
588,Kaburumoカブルモ,Karrablast,Clamping Pokémon,"['Swarm', 'Shed Skin', 'No Guard']",bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,200,1000000,315,50,75,45,40,45,60,50,0.5,5.9,5,0
589,Chevargoシュバルゴ,Escavalier,Cavalry Pokémon,"['Swarm', 'Shell Armor', 'Overcoat']",bug,steel,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,3840,70,75,1000000,495,70,135,105,60,105,20,50,1,33,5,0
590,Tamagetakeタマゲタケ,Foongus,Mushroom Pokémon,"['Effect Spore', 'Regenerator']",grass,poison,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,190,1000000,294,69,55,45,55,55,15,50,0.2,1,5,0
591,Morobareruモロバレル,Amoonguss,Mushroom Pokémon,"['Effect Spore', 'Regenerator']",grass,poison,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,75,1000000,464,114,85,70,85,80,30,50,0.6,10.5,5,0
592,Pururillプルリル,Frillish,Floating Pokémon,"['Water Absorb', 'Cursed Body', 'Damp']",water,ghost,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,5120,70,190,1000000,335,55,40,50,65,85,40,50,1.2,33,5,0
593,Burungelブルンゲル,Jellicent,Floating Pokémon,"['Water Absorb', 'Cursed Body', 'Damp']",water,ghost,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,5120,70,60,1000000,480,100,60,70,85,105,60,50,2.2,135,5,0
594,Mamanbouママンボウ,Alomomola,Caring Pokémon,"['Healer', 'Hydration', 'Regenerator']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,75,800000,470,165,75,80,40,45,65,50,1.2,31.6,5,0
595,Bachuruバチュル,Joltik,Attaching Pokémon,"['Compoundeyes', 'Unnerve', 'Swarm']",bug,electric,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,5120,70,190,1000000,319,50,47,50,57,50,65,50,0.1,0.6,5,0
596,Dentulaデンチュラ,Galvantula,EleSpider Pokémon,"['Compoundeyes', 'Unnerve', 'Swarm']",bug,electric,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,5120,70,75,1000000,472,70,77,60,97,60,108,50,0.8,14.3,5,0
597,Tesseedテッシード,Ferroseed,Thorn Seed Pokémon,['Iron Barbs'],grass,steel,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,5120,70,255,1000000,305,44,50,91,24,86,10,50,0.6,18.8,5,0
598,Nutreyナットレイ,Ferrothorn,Thorn Pod Pokémon,"['Iron Barbs', 'Anticipation']",grass,steel,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,5120,70,90,1000000,489,74,94,131,54,116,20,50,1,110,5,0
